Time,Temperature,IndoorTemp,CO2_emission,lighting,water_consumption,Humidity,Radiation,Pressure,WindDirection(Degrees),Speed,Temperature_lag1,IndoorTemp_lag1,Temperature_lag2,IndoorTemp_lag2,Temperature_lag3,IndoorTemp_lag3,Occupancy,Energy_Consumption
23:25:19,36,36,68.00850805626777,143.8810594329684,0.8795352725497445,72,1.2,30.46,112.45,6.75,36,36,36,36,36,36,0,381.1104847546375
23:20:22,36,36,38.95980487313141,146.1663607274497,0.9769144238735455,71,1.24,30.46,122.97,5.62,36,36,36,36,36,36,0,381.29330885819604
23:15:22,36,36,51.18002501005033,103.18124167280726,0.6208149583920501,80,1.23,30.46,101.18,4.5,36,36,36,36,36,36,1,441.8544993338246
23:10:22,36,36,61.5974440394329,137.34709014266002,0.4779270944212331,85,1.21,30.46,141.87,4.5,36,36,36,36,36,36,0,380.5877672114128
23:05:23,36,36,52.88883192347185,116.77282127759923,1.796450846181014,93,1.23,30.47,120.55,2.25,36,36,36,36,36,36,1,442.94182570220795
23:00:25,36,36,44.85879937993035,103.11289434331798,1.498096606201368,98,1.21,30.47,144.19,3.37,36,36,36,36,36,36,1,441.8490315474655
22:55:20,36,36,54.65018424067791,136.51666771156093,0.922059067850853,99,1.22,30.47,139.8,6.75,36,36,36,36,36,36,1,444.5213334169249
22:50:19,36,36,54.282311397474864,125.33208907355628,1.4325834491732947,99,1.21,30.47,140.92,2.25,36,36,36,36,36,36,0,379.62656712588455
22:45:31,36,36,52.10258445354666,113.83080277994809,0.5156957961687126,99,1.23,30.47,147.61,5.62,36,36,36,36,36,36,0,378.7064642223959
22:40:23,36,36,39.73246680007561,130.76484781647173,0.8314924927113804,99,1.22,30.47,113.78,4.5,36,36,36,36,36,36,1,444.0611878253178
22:35:19,36,36,43.50152726481557,128.16664908301155,1.4282909030865143,99,1.21,30.47,123.03,10.12,36,36,36,36,36,36,1,443.853331926641
22:30:22,36,36,41.31606175308057,132.58671455207636,0.920217222988895,99,1.22,30.47,173.73,6.75,36,36,36,36,36,36,0,380.20693716416616
22:25:19,36,36,52.55214248372675,121.64645270964144,1.4557931222587797,98,1.22,30.47,91.43,6.75,36,36,36,36,36,36,0,379.3317162167713
22:20:22,36,36,49.63631200022202,147.84179100114704,1.760718450150488,98,1.2,30.47,109.74,6.75,36,36,36,36,36,36,0,381.4273432800918
22:15:22,36,36,47.9716563959113,115.75706743643438,1.1118656254415693,98,1.2,30.47,143.53,2.25,36,36,36,36,36,36,0,378.8605653949148
22:10:21,36,36,61.06355384334488,137.6622850273555,1.441156021698193,97,1.2,30.47,146.76,5.62,36,36,36,36,36,36,1,444.61298280218847
22:05:20,36,36,60.53544136436077,100.24787028715176,1.3373713611237628,97,1.21,30.47,158.35,4.5,36,36,36,36,36,36,0,377.6198296229722
22:00:26,36,36,34.78198269964819,142.79100391800878,1.403090278123082,97,1.22,30.47,166.05,5.62,36,36,36,36,36,36,0,381.0232803134407
21:55:20,36,36,54.28405442455684,136.30018214518972,0.9592607524382332,96,1.22,30.47,151.82,5.62,36,36,36,36,36,36,1,444.5040145716152
21:50:32,36,36,63.74883831411646,124.43100807359023,1.569142869590508,96,1.22,30.47,152.52,6.75,36,36,36,36,36,36,0,379.5544806458872
21:45:28,36,36,40.79559456493672,136.60315674980254,1.8135140691795857,95,1.24,30.47,127.82,7.87,36,36,36,36,36,36,0,380.52825253998424
21:40:20,36,36,50.68159686361805,105.78655943890384,1.280300747751178,95,1.23,30.47,157.58,6.75,36,36,36,36,36,36,0,378.06292475511236
21:35:21,36,36,54.4470216206505,107.95350649487428,1.7482653598593394,95,1.23,30.47,172.96,7.87,36,36,36,36,36,36,1,442.23628051958997
21:30:21,36,36,46.33692759411103,118.87900220527816,1.0556669545315405,95,1.23,30.47,143.82,6.75,36,36,36,36,36,36,0,379.11032017642225
21:25:22,36,36,47.26759520991297,134.14427392524078,1.750365910619095,94,1.24,30.47,154.03,5.62,36,36,36,36,36,36,0,380.3315419140193
21:20:21,36,36,36.75429754545409,119.62836890303326,0.8206487680860494,93,1.2,30.47,165.93,4.5,36,36,36,36,36,36,1,443.1702695122427
21:15:23,36,36,58.19212964206832,137.79877631507134,0.8592323999256801,93,1.24,30.47,139.82,7.87,36,36,36,36,36,36,1,444.62390210520573
21:10:20,36,36,58.99540717602562,124.83156308843908,1.3463422607500402,93,1.21,30.47,166.07,9.0,36,36,36,36,36,36,0,379.58652504707516
21:05:26,36,36,57.65862084941747,142.36432973347155,1.7323316694433182,93,1.24,30.47,116.16,5.62,36,36,36,36,36,36,0,380.9891463786778
21:00:20,36,36,59.0368233271445,128.4840274516168,1.6209555404147868,92,1.2,30.47,157.48,4.5,36,36,36,36,36,36,0,379.8787221961294
20:55:18,36,36,51.79177999489298,147.90721918771044,1.282234439875985,91,1.19,30.47,112.27,7.87,36,36,36,36,36,36,1,445.4325775350169
20:50:20,36,36,44.28172977480158,126.927300463941,0.5677405375689737,90,1.25,30.47,133.69,6.75,36,36,36,36,36,36,0,379.7541840371153
20:45:24,36,36,44.00514863393509,114.13227514283876,1.0742610265133272,88,1.25,30.47,140.64,6.75,36,36,36,36,36,36,1,442.73058201142715
20:40:19,36,36,67.71516240055988,138.3508299158109,0.5842430613243583,87,1.23,30.47,52.89,1.12,36,36,36,36,36,36,1,444.6680663932649
20:35:19,36,36,39.65486540555725,141.82278954981194,0.855654554890038,86,1.21,30.47,132.66,4.5,36,36,36,36,36,36,1,444.94582316398504
20:30:18,36,36,39.24786733424096,135.81935888577453,0.7517560621505852,85,1.25,30.46,138.35,5.62,36,36,36,36,36,36,0,380.465548710862
20:25:20,36,36,56.29998042478669,128.66389491674542,0.9046254074592271,84,1.23,30.46,109.87,3.37,36,36,36,36,36,36,0,379.89311159333965
20:20:23,36,36,40.56303223450038,146.7556255776231,1.1582017671956983,81,1.23,30.47,123.25,3.37,36,36,36,36,36,36,1,445.34045004620987
20:15:20,36,36,44.11473371564299,146.3610017961375,1.2795364755432108,75,1.26,30.46,158.64,4.5,36,36,36,36,36,36,0,381.30888014369106
20:10:22,36,36,36.284134810603206,145.4571829602384,0.6570206537034055,70,1.17,30.46,165.22,5.62,36,36,36,36,36,36,0,381.2365746368191
20:05:22,36,36,34.06747617368001,123.5890429444865,1.1949044291303366,63,1.22,30.46,160.51,3.37,36,36,36,36,36,36,0,379.48712343555894
20:00:18,36,36,49.54335395188863,111.35841574442892,0.4947190502943596,51,1.22,30.46,155.36,4.5,36,36,36,36,36,36,0,378.50867325955437
19:55:23,28,28,59.05927721890651,123.27565775400956,0.3910903972679296,47,1.22,30.46,157.78,6.75,36,36,36,36,36,36,0,123.46205262032078
19:50:22,28,28,39.02445699441682,143.36238671774083,0.4739703007772591,46,1.24,30.46,151.6,3.37,36,36,36,36,36,36,0,125.06899093741927
19:45:25,28,28,57.47822812135208,126.9240680943726,0.4016340559613208,47,1.25,30.46,105.78,4.5,36,36,36,36,36,36,0,123.75392544754982
19:40:22,28,28,54.1041557153708,105.2241119992442,0.4460524833044859,48,1.19,30.46,135.55,4.5,36,36,36,36,36,36,0,122.01792895993954
19:35:22,28,28,73.38679565682962,107.2102631853941,0.6918490055577914,56,1.19,30.46,140.92,4.5,36,36,36,36,36,36,1,186.17682105483152
19:30:20,28,28,44.72291396703056,146.83068507010955,0.3202657321546539,57,1.23,30.46,165.0,4.5,36,36,36,36,36,36,1,189.34645480560877
19:25:21,28,28,56.94553792754953,146.81951936118816,0.4236954030279856,55,1.19,30.46,126.63,3.37,36,36,36,36,36,36,0,125.34556154889506
19:20:20,28,28,30.622207748063428,101.3446567666122,0.6638831074985413,54,1.23,30.46,119.97,4.5,36,36,36,36,36,36,0,121.70757254132899
19:15:22,28,28,56.48056211368172,123.33961290943078,0.7370340123794783,53,1.22,30.45,95.57,2.25,36,36,36,36,36,36,0,123.46716903275447
19:10:24,28,28,57.20959154115161,129.57768282974706,0.3274413661689728,51,1.24,30.45,100.02,4.5,36,36,36,36,36,36,0,123.96621462637978
19:05:20,28,28,34.32833839196617,134.57322037426297,0.7453470586549635,51,1.24,30.45,111.73,2.25,36,36,36,36,36,36,1,188.36585762994105
19:00:24,28,28,46.16286324600306,145.67871528493302,0.3187548573491097,52,1.23,30.45,145.77,5.62,36,36,36,36,36,36,1,189.25429722279466
18:55:19,28,28,63.46595741231688,92.83818896553366,0.367906421125984,51,1.23,30.45,105.89,6.75,36,36,36,36,36,36,1,277.540582675864
18:50:24,28,28,56.776331284342085,88.1575000431692,0.7651998369019273,52,1.24,30.45,120.86,5.62,36,36,36,36,36,36,1,276.9789000051803
18:45:19,28,28,52.49671834812296,91.69547422131168,0.2371012497956623,55,1.23,30.44,170.11,5.62,36,36,36,36,36,36,1,277.4034569065574
18:40:21,28,28,66.85590284709892,84.73210694554345,0.2780321634985511,55,1.21,30.44,107.15,5.62,36,36,36,36,36,36,0,180.56785283346522
18:35:21,28,28,52.20307579463513,87.03399421515428,0.454479737050552,55,1.24,30.44,129.29,6.75,36,36,36,36,36,36,0,180.8440793058185
